experiment_id,ablation_tag,dataset,model,seed,run_label,run_dir,status,started_at,finished_at,sota_method,sota_lambda,alpha_cell,meg_rw_alpha,ndcg@10,recall@10,mrr@10,expdev,tail_ratio,tail_head_ratio,exposure_ratio,ndcg_gap_max_min,ndcg_std,worst_group_ndcg,ndcg_niche,ndcg_semi_niche,ndcg_semi_mainstream,ndcg_mainstream,transfer_l1_shift,transfer_max_abs_shift,fairness_error
lastfm__weighted_ngcf__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_6/baseline,success,2026-05-01T05:55:45Z,2026-05-01T06:03:14Z,none,,0.0,0.0,0.1589,0.1646,0.2957,0.424690035439,0.0115180467091,0.0121323940512,0.0119646651012,0.210384017979,0.0780846805506,0.0722361577272,0.0722361577272,0.119228305556,0.157969219614,0.282620175706,,,
lastfm__weighted_ngcf__seed7__alpha_0.1_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,7,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_7/alpha_0.1_beta_0.0,success,2026-05-01T06:40:24Z,2026-05-01T06:47:49Z,none,,0.1,0.1,0.1615,0.1679,0.2956,0.420735682998,0.0147027600849,0.0156170716581,0.0127981056548,0.205899887922,0.080061867808,0.0873621255842,0.0873621255842,0.10868315011,0.163338487258,0.293262013506,0.00472390824979,0.00215053763441,
lastfm__weighted_ngcf__seed7__alpha_0.2_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,7,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_7/alpha_0.2_beta_0.0,success,2026-05-01T06:47:52Z,2026-05-01T06:55:20Z,none,,0.2,0.2,0.1593,0.168,0.291,0.417683666013,0.0134819532909,0.0144138009306,0.0132221087277,0.208150624913,0.0807903211449,0.0820520220617,0.0820520220617,0.104476283644,0.159609425902,0.290202646975,0.059245720521,0.0264516129032,
lastfm__weighted_ngcf__seed7__alpha_0.4_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,7,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_7/alpha_0.4_beta_0.0,success,2026-05-01T06:55:23Z,2026-05-01T07:02:50Z,none,,0.4,0.4,0.1597,0.1667,0.293,0.415427827372,0.0150212314225,0.0161373096881,0.0138564178594,0.210862977776,0.081690782115,0.0825734012696,0.0825734012696,0.106198111138,0.161440018485,0.293436379045,0.08589056355,0.0391397849462,
lastfm__weighted_ngcf__seed7__alpha_0.8_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,7,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_7/alpha_0.8_beta_0.0,success,2026-05-01T07:02:53Z,2026-05-01T07:10:18Z,none,,0.8,0.8,0.1566,0.1654,0.284,0.409403411236,0.0146496815287,0.0159445407279,0.0146735990757,0.206393190374,0.0785990244236,0.0761843028185,0.0761843028185,0.108498581584,0.164890698567,0.282577493193,0.183110323035,0.0756989247312,
lastfm__weighted_ngcf__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_7/baseline,success,2026-05-01T06:32:59Z,2026-05-01T06:40:21Z,none,,0.0,0.0,0.1609,0.1675,0.295,0.420735682998,0.0144904458599,0.0153915543778,0.0133618988555,0.210730223803,0.0817277734887,0.0851350421849,0.0851350421849,0.108213136705,0.163061309114,0.295865265988,,,
lastfm__weighted_ngcf__seed8__alpha_0.1_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,8,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_8/alpha_0.1_beta_0.0,success,2026-05-01T07:17:49Z,2026-05-01T07:24:58Z,none,,0.1,0.1,0.1536,0.1601,0.2865,0.418851394251,0.0112526539278,0.0120004528473,0.0120004528473,0.18303818008,0.0707449079702,0.0868887609479,0.0868887609479,0.110549384619,0.139538944043,0.269926941028,0.0365373161472,0.0129032258065,
lastfm__weighted_ngcf__seed8__alpha_0.2_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,8,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_8/alpha_0.2_beta_0.0,success,2026-05-01T07:25:01Z,2026-05-01T07:32:18Z,none,,0.2,0.2,0.1524,0.1577,0.2856,0.417657126735,0.011093418259,0.011860847852,0.011860847852,0.183238761665,0.0710887747017,0.0854862364526,0.0854862364526,0.10686511153,0.140172685718,0.268724998118,0.0571533792539,0.0240860215054,
lastfm__weighted_ngcf__seed8__alpha_0.4_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,8,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_8/alpha_0.4_beta_0.0,success,2026-05-01T07:32:22Z,2026-05-01T07:39:42Z,none,,0.4,0.4,0.1573,0.1615,0.298,0.418267530132,0.0113588110403,0.0121287689866,0.0121287689866,0.186159439508,0.0717711393523,0.0846322050214,0.0846322050214,0.108230043899,0.145739981608,0.27079164453,0.0472900043193,0.0167741935484,
lastfm__weighted_ngcf__seed8__alpha_0.8_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,8,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_8/alpha_0.8_beta_0.0,success,2026-05-01T07:39:46Z,2026-05-01T07:47:05Z,none,,0.8,0.8,0.1524,0.1566,0.2872,0.413516999346,0.0116772823779,0.012596621815,0.0125966218151,0.187941843329,0.071617908759,0.084313686739,0.084313686739,0.114082492889,0.144912264968,0.272255530068,0.119016117666,0.0513978494624,
lastfm__weighted_ngcf__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_8/baseline,success,2026-05-01T07:10:21Z,2026-05-01T07:17:46Z,none,,0.0,0.0,0.1549,0.1615,0.2899,0.42028451527,0.0128450106157,0.0136568848758,0.0129796839729,0.181736418549,0.0698085092068,0.0875752072798,0.0875752072798,0.112585244697,0.1457007971,0.269311625828,,,
lastfm__weighted_ngcf__seed9__alpha_0.1_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,9,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_9/alpha_0.1_beta_0.0,success,2026-05-01T07:53:57Z,2026-05-01T08:01:11Z,none,,0.1,0.1,0.1638,0.168,0.3034,0.42609661718,0.0102972399151,0.0108144266681,0.0108144266682,0.22019028675,0.0859179755349,0.0894323459583,0.0894323459583,0.112416179136,0.153101015706,0.309622632708,0.164418377322,0.0681720430108,
lastfm__weighted_ngcf__seed9__alpha_0.2_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,9,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_9/alpha_0.2_beta_0.0,success,2026-05-01T08:01:14Z,2026-05-01T08:08:35Z,none,,0.2,0.2,0.162,0.1659,0.301,0.425380056671,0.0109341825902,0.0115006699419,0.0115006699419,0.216067818997,0.0845208809522,0.0886864453734,0.0886864453734,0.110254436451,0.149705732794,0.304754264371,0.154095796676,0.0651612903226,
lastfm__weighted_ngcf__seed9__alpha_0.4_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,9,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_9/alpha_0.4_beta_0.0,success,2026-05-01T08:08:38Z,2026-05-01T08:15:44Z,none,,0.4,0.4,0.1617,0.1665,0.299,0.423230375142,0.0102441613588,0.0108238461107,0.0108238461107,0.217791906866,0.0848308524622,0.0855280836728,0.0855280836728,0.108394947408,0.152359424289,0.303319990539,0.131737479825,0.0513978494624,
lastfm__weighted_ngcf__seed9__alpha_0.8_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,9,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_9/alpha_0.8_beta_0.0,success,2026-05-01T08:15:47Z,2026-05-01T08:23:05Z,none,,0.8,0.8,0.1599,0.1661,0.2937,0.415932073656,0.0115711252654,0.0124174071542,0.0124174071542,0.226828155412,0.0874363642983,0.07837945697,0.07837945697,0.107573557782,0.150743538139,0.305207612382,0.0350578553729,0.0111827956989,
lastfm__weighted_ngcf__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,lastfm,weighted_ngcf,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/lastfm/weighted_ngcf/seed_9/baseline,success,2026-05-01T07:47:08Z,2026-05-01T07:53:54Z,none,,0.0,0.0,0.1613,0.1666,0.296,0.416542477053,0.0117303609342,0.0125718186472,0.012002958075,0.22426862551,0.0838450996709,0.0734154812071,0.0734154812071,0.122511082749,0.143799097982,0.297684106717,,,
ml1m__bpr__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,bpr,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/bpr/seed_6/baseline,success,2026-04-30T17:46:29Z,2026-04-30T17:57:32Z,none,,baseline,0.0,0.2601,0.1657,0.4487,0.343005893629,0.00175496688742,0.00223251895535,0.00223251895535,0.142503124454,0.0541980967573,0.192637639435,0.335140763888,0.284136566292,0.228640534703,0.192637639435,,,
ml1m__bpr__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,bpr,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/bpr/seed_7/baseline,success,2026-04-30T17:57:36Z,2026-04-30T18:11:02Z,none,,baseline,0.0,0.253,0.164,0.4411,0.321660838989,0.00296357615894,0.0040025938597,0.00400259385971,0.123609983041,0.0465991353754,0.195312990136,0.318922973176,0.271081248492,0.226820592598,0.195312990136,,,
ml1m__bpr__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,bpr,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/bpr/seed_8/baseline,success,2026-04-30T18:11:06Z,2026-04-30T18:22:47Z,none,,baseline,0.0,0.2591,0.1647,0.4518,0.338146622106,0.00211920529801,0.00272961849316,0.00272961849317,0.132534620286,0.0496940008938,0.197834980794,0.330369601079,0.276502276003,0.231853284889,0.197834980794,,,
ml1m__bpr__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,bpr,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/bpr/seed_9/baseline,success,2026-04-30T18:22:51Z,2026-04-30T18:35:29Z,none,,baseline,0.0,0.2576,0.1683,0.4446,0.329504238,0.00274834437086,0.00362058060154,0.00362058060154,0.142672500039,0.0524989630972,0.193546013638,0.336218513677,0.268153870287,0.232512220109,0.193546013638,,,
ml1m__itemknn__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,itemknn,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/itemknn/seed_6/baseline,success,2026-04-30T22:10:00Z,2026-04-30T22:11:10Z,none,,baseline,0.0,0.2587,0.1651,0.4453,0.373179734688,0.000761589403974,0.000899755501221,0.000899755501222,0.151101972071,0.0575839622458,0.193945081856,0.345047053926,0.274281894846,0.221661549243,0.193945081856,,,
ml1m__itemknn__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,itemknn,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/itemknn/seed_7/baseline,success,2026-04-30T22:11:13Z,2026-04-30T22:12:25Z,none,,baseline,0.0,0.2536,0.1619,0.4399,0.372765827404,0.000877483443709,0.00103768967205,0.00103768967205,0.145299461592,0.0541277521111,0.189802874604,0.335102336196,0.265500076386,0.224190003453,0.189802874604,,,
ml1m__itemknn__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,itemknn,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/itemknn/seed_8/baseline,success,2026-04-30T22:12:29Z,2026-04-30T22:13:41Z,none,,baseline,0.0,0.2586,0.1682,0.448,0.372500926741,0.000629139072848,0.000744470348529,0.00074447034853,0.130818615989,0.0500302548371,0.205004600881,0.33582321687,0.268139213121,0.225657177623,0.205004600881,,,
ml1m__itemknn__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,itemknn,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/itemknn/seed_9/baseline,success,2026-04-30T22:13:45Z,2026-04-30T22:14:53Z,none,,baseline,0.0,0.2566,0.1649,0.4476,0.372327085682,0.000844370860927,0.000999568813452,0.000999568813453,0.146737671993,0.0552680608605,0.192968768399,0.339706440392,0.269953494584,0.223671185515,0.192968768399,,,
ml1m__lightgcn__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,lightgcn,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/lightgcn/seed_6/baseline,success,2026-04-28T14:01:45Z,2026-04-28T14:53:09Z,none,,baseline,0.0,0.2601,0.1644,0.4488,0.354992648596,0.00100993377483,0.00124672988881,0.00124672988882,0.145945118941,0.055368331301,0.193352421388,0.339297540328,0.280977427031,0.226944921011,0.193352421388,,,
ml1m__lightgcn__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,lightgcn,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/lightgcn/seed_7/baseline,success,2026-04-28T14:53:13Z,2026-04-28T16:04:46Z,none,,baseline,0.0,0.26,0.1638,0.4512,0.349727747933,0.000761589403974,0.000952538722769,0.00095253872277,0.142303678732,0.0532903536239,0.19483179773,0.337135476463,0.277434398227,0.230696160788,0.19483179773,,,
ml1m__lightgcn__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,lightgcn,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/lightgcn/seed_8/baseline,success,2026-04-28T16:04:50Z,2026-04-28T17:16:36Z,none,,baseline,0.0,0.2648,0.1678,0.4615,0.354115165152,0.000827814569536,0.00102412846667,0.00102412846667,0.131607141984,0.0496764415708,0.207815990225,0.339423132209,0.277365232049,0.234844423324,0.207815990225,,,
ml1m__lightgcn__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,lightgcn,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/lightgcn/seed_9/baseline,success,2026-04-28T17:16:40Z,2026-04-28T18:26:37Z,none,,baseline,0.0,0.2588,0.1644,0.454,0.355828741311,0.000778145695364,0.00095861632911,0.000958616329111,0.151669756126,0.0562926142744,0.190653168286,0.342322924412,0.272954272143,0.229558905426,0.190653168286,,,
ml1m__neumf__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,neumf,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/neumf/seed_6/baseline,success,2026-04-30T22:41:13Z,2026-04-30T22:51:21Z,none,,baseline,0.0,0.2344,0.1454,0.4127,0.354843641973,0.00115894039735,0.00143120016356,0.00143120016357,0.135438365889,0.051384901103,0.172274257991,0.30771262388,0.25405777454,0.203726512589,0.172274257991,,,
ml1m__neumf__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,neumf,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/neumf/seed_7/baseline,success,2026-04-30T22:51:24Z,2026-04-30T23:02:19Z,none,,baseline,0.0,0.2347,0.1479,0.4137,0.326250926741,0.00334437086093,0.00444385779654,0.00444385779655,0.129278015264,0.048254396724,0.174182849803,0.303460865067,0.2517233794,0.209525174038,0.174182849803,,,
ml1m__neumf__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,neumf,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/neumf/seed_8/baseline,success,2026-04-30T23:02:22Z,2026-04-30T23:11:39Z,none,,baseline,0.0,0.2358,0.146,0.4173,0.377302251245,0.00044701986755,0.000523022683687,0.000523022683688,0.124809501408,0.047154637314,0.183078188257,0.307887689666,0.245399982215,0.207062077728,0.183078188257,,,
ml1m__neumf__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,neumf,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/neumf/seed_9/baseline,success,2026-04-30T23:11:42Z,2026-04-30T23:21:30Z,none,,baseline,0.0,0.2318,0.1451,0.4105,0.349711191642,0.000496688741722,0.000621246634913,0.000621246634914,0.144001235747,0.0531283350524,0.167806451489,0.311807687236,0.24207526995,0.205560809239,0.167806451489,,,
ml1m__ngcf__seed6__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,ngcf,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/ngcf/seed_6/baseline,success,2026-04-29T15:26:11Z,2026-04-29T16:42:51Z,none,,baseline,0.0,0.2574,0.1662,0.4494,0.330443951572,0.000894039735099,0.00118974178197,0.00118974178197,0.14033171011,0.0531848344209,0.192366004181,0.332697714291,0.279864862808,0.227196295759,0.192366004181,,,
ml1m__ngcf__seed7__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,ngcf,7,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/ngcf/seed_7/baseline,success,2026-04-29T16:42:54Z,2026-04-29T17:54:27Z,none,,baseline,0.0,0.2551,0.1635,0.4405,0.332745276075,0.000579470198675,0.000762826380715,0.000762826380716,0.125782111433,0.0472898276103,0.196069568416,0.321851679849,0.274783794511,0.230218817016,0.196069568416,,,
ml1m__ngcf__seed8__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,ngcf,8,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/ngcf/seed_8/baseline,success,2026-04-29T17:54:30Z,2026-04-29T18:56:00Z,none,,baseline,0.0,0.2576,0.165,0.4476,0.343659867139,0.000298013245033,0.000378477259824,0.000378477259825,0.130692628013,0.0496548965998,0.201672126907,0.332364754919,0.271723961555,0.226835425124,0.201672126907,,,
ml1m__ngcf__seed9__baseline__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,ngcf,9,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/ngcf/seed_9/baseline,success,2026-04-29T18:56:04Z,2026-04-29T20:00:24Z,none,,baseline,0.0,0.255,0.1636,0.4424,0.336689668463,0.000215231788079,0.000278271293105,0.000278271293105,0.145563599016,0.0543301397442,0.190264474255,0.335828073271,0.269642722856,0.225518241124,0.190264474255,,,
ml1m__weighted_bpr__seed6__alpha_0.1_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,weighted_bpr,6,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/weighted_bpr/seed_6/alpha_0.1_beta_0.0,success,2026-04-30T18:46:57Z,2026-04-30T18:57:26Z,none,,0.1,0.1,0.2552,0.1624,0.4431,0.329380065814,0.0035761589404,0.00471265872496,0.00471265872496,0.132382260219,0.0504480314939,0.19393369874,0.326315958959,0.275905219089,0.224536126954,0.19393369874,0.218072502771,0.0507620941021,
ml1m__weighted_bpr__seed6__alpha_0.2_beta_0.0__rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false,ml1m,weighted_bpr,6,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_dominance__fracs_0.1__0.2__0.3__0.4__norm_false/ml1m/weighted_bpr/seed_6/alpha_0.2_beta_0.0,success,2026-04-30T18:57:30Z,2026-04-30T19:08:13Z,none,,0.2,0.2,0.2485,0.1578,0.4368,0.315609514486,0.00620860927152,0.00861771802825,0.00861771802827,0.124820508659,0.0474087677842,0.189950497699,0.314771006358,0.268585068227,0.220804014019,0.189950497699,0.525286987234,0.110735586481,
