experiment_id,ablation_tag,dataset,model,seed,run_label,run_dir,status,started_at,finished_at,sota_method,sota_lambda,alpha_cell,meg_rw_alpha,ndcg@10,recall@10,mrr@10,expdev,tail_ratio,tail_head_ratio,exposure_ratio,ndcg_gap_max_min,ndcg_std,worst_group_ndcg,ndcg_niche,ndcg_semi_niche,ndcg_semi_mainstream,ndcg_mainstream,transfer_l1_shift,transfer_max_abs_shift,fairness_error
lastfm__weighted_ngcf__seed1__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,1,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_1/alpha_0.2_beta_0.0,success,2026-05-09T05:53:30Z,2026-05-09T05:56:43Z,none,,0.2,0.2,0.155,0.1638,0.2865,0.422938443083,0.0106687898089,0.0112794612794,0.0112794612795,0.192728771641,0.0730805185071,0.0805921506586,0.0805921506586,0.112676742527,0.148576337504,0.273320922299,0.0313905749165,0.0154838709677,
lastfm__weighted_ngcf__seed1__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,1,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_1/alpha_0.4_beta_0.0,success,2026-05-09T05:56:46Z,2026-05-09T05:59:58Z,none,,0.4,0.4,0.1539,0.1642,0.2803,0.419329101257,0.0113588110403,0.0121013345397,0.0121013345397,0.191374934647,0.0730347247738,0.0825899191758,0.0825899191758,0.111610679831,0.147026694671,0.273964853822,0.0898561003887,0.0438709677419,
lastfm__weighted_ngcf__seed1__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,1,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_1/alpha_0.8_beta_0.0,success,2026-05-09T06:00:01Z,2026-05-09T06:03:13Z,none,,0.8,0.8,0.1537,0.1647,0.2802,0.411738867711,0.010881104034,0.011782963559,0.011782963559,0.187701003284,0.0710879141981,0.0829851701602,0.0829851701602,0.115220262105,0.146834264488,0.270686173444,0.212663165791,0.0993548387097,
lastfm__weighted_ngcf__seed1__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,1,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_1/baseline,success,2026-05-09T05:47:02Z,2026-05-09T05:50:14Z,none,,0.0,0.0,0.1563,0.1661,0.2853,0.424875810386,0.0098195329087,0.0103392388085,0.0103392388085,0.191119744771,0.0723935612448,0.0821712662373,0.0821712662373,0.114761608321,0.148062489288,0.273291011008,,,
lastfm__weighted_ngcf__seed2__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,2,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_2/alpha_0.1_beta_0.0,success,2026-05-09T06:06:30Z,2026-05-09T06:09:41Z,none,,0.1,0.1,0.1567,0.1618,0.2918,0.422619971745,0.0114649681529,0.0121293800539,0.0121293800539,0.195949365731,0.0751354827931,0.0840525953846,0.0840525953846,0.111522796997,0.14890879384,0.280001961115,0.0227811498329,0.0109677419355,
lastfm__weighted_ngcf__seed2__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,2,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_2/alpha_0.2_beta_0.0,success,2026-05-09T06:09:45Z,2026-05-09T06:12:54Z,none,,0.2,0.2,0.1558,0.161,0.29,0.418692158582,0.0111464968153,0.0118912797282,0.0118912797282,0.191319013714,0.0737816177872,0.0868570172066,0.0868570172066,0.11128838508,0.147750958021,0.27817603092,0.08638614199,0.0412903225806,
lastfm__weighted_ngcf__seed2__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,2,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_2/alpha_0.4_beta_0.0,success,2026-05-09T06:12:58Z,2026-05-09T06:16:10Z,none,,0.4,0.4,0.1541,0.1591,0.2871,0.415188973868,0.0135350318471,0.014548151529,0.0124372432679,0.190963159606,0.0732670007427,0.0831632350979,0.0831632350979,0.109819003911,0.145326328128,0.274126394704,0.146127440951,0.0683870967742,
lastfm__weighted_ngcf__seed2__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,2,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_2/alpha_0.8_beta_0.0,success,2026-05-09T06:16:13Z,2026-05-09T06:19:23Z,none,,0.8,0.8,0.1514,0.1576,0.2796,0.409429950514,0.013110403397,0.0142683842643,0.0142683842643,0.191580708485,0.0732845577987,0.079827650036,0.079827650036,0.107870544249,0.143298338808,0.271408358521,0.236224510673,0.108387096774,
lastfm__weighted_ngcf__seed2__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,2,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_2/baseline,success,2026-05-09T06:03:16Z,2026-05-09T06:06:27Z,none,,0.0,0.0,0.1566,0.1616,0.2916,0.424026553486,0.0108280254777,0.0114215329489,0.0114215329489,0.195018734743,0.0752834606735,0.0864388361546,0.0864388361546,0.110675579248,0.149524481592,0.281457570898,,,
lastfm__weighted_ngcf__seed3__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,3,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_3/alpha_0.1_beta_0.0,success,2026-05-09T06:22:40Z,2026-05-09T06:25:54Z,none,,0.1,0.1,0.1645,0.1706,0.3039,0.42524736028,0.0134819532909,0.0141843971631,0.010833752164,0.210101531162,0.0787340693254,0.0822845140319,0.0822845140319,0.123805748997,0.159403970127,0.292386045194,0.0154838709677,0.00709677419355,
lastfm__weighted_ngcf__seed3__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,3,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_3/alpha_0.2_beta_0.0,success,2026-05-09T06:25:57Z,2026-05-09T06:29:10Z,none,,0.2,0.2,0.1605,0.1667,0.2969,0.419302561979,0.0115711252654,0.0123282248487,0.0123282248487,0.193641162409,0.0734252585696,0.0889892774421,0.0889892774421,0.122044114188,0.152671229921,0.282630439851,0.12725363159,0.0535483870968,
lastfm__weighted_ngcf__seed3__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,3,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_3/alpha_0.4_beta_0.0,success,2026-05-09T06:29:13Z,2026-05-09T06:32:20Z,none,,0.4,0.4,0.1624,0.1698,0.299,0.421346086395,0.0141719745223,0.0150337837838,0.0131193693694,0.211075564117,0.0795744145811,0.078541795711,0.078541795711,0.116766987007,0.155187451573,0.289617359828,0.0774120802928,0.0384946236559,
lastfm__weighted_ngcf__seed3__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,3,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_3/alpha_0.8_beta_0.0,success,2026-05-09T06:32:23Z,2026-05-09T06:35:32Z,none,,0.8,0.8,0.155,0.1662,0.2795,0.409244175567,0.0138004246285,0.0150254276468,0.0150254276468,0.19606970537,0.0730179939415,0.0806440067511,0.0806440067511,0.12285359932,0.154047671821,0.276713712121,0.273213757985,0.12688172043,
lastfm__weighted_ngcf__seed3__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,3,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_3/baseline,success,2026-05-09T06:19:27Z,2026-05-09T06:22:37Z,none,,0.0,0.0,0.1655,0.1712,0.3057,0.426123156459,0.0136411889597,0.0143255295429,0.0102564102564,0.206517230774,0.0775961590311,0.08419371417,0.08419371417,0.123320131997,0.161174167646,0.290710944944,,,
lastfm__weighted_ngcf__seed4__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,4,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_4/alpha_0.1_beta_0.0,success,2026-05-09T06:38:51Z,2026-05-09T06:42:05Z,none,,0.1,0.1,0.1553,0.1597,0.2951,0.421664557732,0.0147558386412,0.0156425838397,0.0126603646185,0.186606304677,0.070078244651,0.0809625680733,0.0809625680733,0.116447519,0.1573749777,0.26756887275,0.0219282093251,0.0105376344086,
lastfm__weighted_ngcf__seed4__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,4,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_4/alpha_0.2_beta_0.0,success,2026-05-09T06:42:08Z,2026-05-09T06:45:20Z,none,,0.2,0.2,0.1536,0.1583,0.291,0.421107232892,0.0146496815287,0.0155484198073,0.0128443467974,0.186674639231,0.0699322921362,0.0800098113837,0.0800098113837,0.116772057693,0.156956031179,0.266684450614,0.0318206824433,0.0150537634409,
lastfm__weighted_ngcf__seed4__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,4,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_4/alpha_0.4_beta_0.0,success,2026-05-09T06:45:23Z,2026-05-09T06:48:35Z,none,,0.4,0.4,0.1505,0.1557,0.2834,0.417763283847,0.0130042462845,0.0139007092198,0.0139007092199,0.186582719454,0.0702892366288,0.0793759795355,0.0793759795355,0.113229625454,0.153690361294,0.26595869899,0.0993111914342,0.0410752688172,
lastfm__weighted_ngcf__seed4__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,4,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_4/alpha_0.8_beta_0.0,success,2026-05-09T06:48:38Z,2026-05-09T06:51:46Z,none,,0.8,0.8,0.1498,0.1542,0.2828,0.410836532255,0.0141719745223,0.0153766413269,0.0151462796591,0.186896505769,0.0709821945149,0.0764154245443,0.0764154245443,0.106500886137,0.152771577231,0.263311930313,0.202026870354,0.0948387096774,
lastfm__weighted_ngcf__seed4__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,4,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_4/baseline,success,2026-05-09T06:35:36Z,2026-05-09T06:38:48Z,none,,0.0,0.0,0.1557,0.1591,0.2975,0.422991521639,0.0148089171975,0.0156548086634,0.0118954101672,0.185284293169,0.0694026520851,0.0816546382477,0.0816546382477,0.118422373393,0.160897293218,0.266938931417,,,
lastfm__weighted_ngcf__seed5__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,5,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_5/alpha_0.1_beta_0.0,success,2026-05-09T06:55:03Z,2026-05-09T06:58:16Z,none,,0.1,0.1,0.1626,0.1698,0.3037,0.423601925036,0.0131634819533,0.0138974502662,0.0118800784533,0.206796840478,0.0772057235239,0.0801779669403,0.0801779669403,0.122826020102,0.163503767013,0.286974807418,0.0103225806452,0.00494623655914,
lastfm__weighted_ngcf__seed5__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,5,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_5/alpha_0.2_beta_0.0,success,2026-05-09T06:58:19Z,2026-05-09T07:01:30Z,none,,0.2,0.2,0.1626,0.169,0.3048,0.422221882573,0.0130042462845,0.0137694598999,0.0122520092171,0.20541000819,0.07684240318,0.0809682384815,0.0809682384815,0.12221766245,0.160731740881,0.286378246671,0.0322580645161,0.0161290322581,
lastfm__weighted_ngcf__seed5__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,5,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_5/alpha_0.4_beta_0.0,success,2026-05-09T07:01:33Z,2026-05-09T07:04:44Z,none,,0.4,0.4,0.162,0.1686,0.3048,0.419302561979,0.013906581741,0.0148164904145,0.0136854606119,0.206288327511,0.076923042766,0.0769821535604,0.0769821535604,0.120286430959,0.157878094734,0.283270481071,0.0795553433813,0.0393548387097,
lastfm__weighted_ngcf__seed5__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,5,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_5/alpha_0.8_beta_0.0,success,2026-05-09T07:04:47Z,2026-05-09T07:07:59Z,none,,0.8,0.8,0.16,0.1669,0.2995,0.413729313571,0.0126326963907,0.0136210152807,0.0136210152807,0.20560275818,0.076837497133,0.0740134950339,0.0740134950339,0.115961347186,0.15270258079,0.279616253214,0.172393098275,0.0825806451613,
lastfm__weighted_ngcf__seed5__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,5,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_5/baseline,success,2026-05-09T06:51:49Z,2026-05-09T06:55:00Z,none,,0.0,0.0,0.1629,0.1709,0.3036,0.424212328433,0.0129511677282,0.013655697336,0.0119207521827,0.204821666137,0.0765568129594,0.0807553342474,0.0807553342474,0.122324964036,0.162610154207,0.285577000384,,,
lastfm__weighted_ngcf__seed6__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,6,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_6/alpha_0.1_beta_0.0,success,2026-05-09T07:11:16Z,2026-05-09T07:14:28Z,none,,0.1,0.1,0.1577,0.1635,0.2946,0.423283453699,0.0125796178344,0.0132899680368,0.0123366791903,0.204940764366,0.0764487097138,0.0755710951222,0.0755710951222,0.11832637349,0.158134623325,0.280511859488,0.0227956989247,0.0113978494624,
lastfm__weighted_ngcf__seed6__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,6,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_6/alpha_0.2_beta_0.0,success,2026-05-09T07:14:31Z,2026-05-09T07:17:40Z,none,,0.2,0.2,0.158,0.1648,0.2942,0.418586001469,0.0145435244161,0.0155188038061,0.0114408699592,0.204950548753,0.0763928868124,0.0738326383542,0.0738326383542,0.117052528458,0.155894273857,0.278783187107,0.101024346996,0.0479569892473,
lastfm__weighted_ngcf__seed6__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,6,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_6/alpha_0.4_beta_0.0,success,2026-05-09T07:17:44Z,2026-05-09T07:20:53Z,none,,0.4,0.4,0.1551,0.1615,0.2894,0.420443750938,0.0128450106157,0.0136522622137,0.012411147467,0.208207852369,0.0778033634853,0.0711751756267,0.0711751756267,0.113631596804,0.152256428927,0.279383027996,0.0687735570256,0.0331182795699,
lastfm__weighted_ngcf__seed6__alpha_0.8_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,6,alpha_0.8_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_6/alpha_0.8_beta_0.0,success,2026-05-09T07:20:56Z,2026-05-09T07:24:09Z,none,,0.8,0.8,0.1535,0.1587,0.2882,0.410226128858,0.0116772823779,0.0126866962689,0.012686696269,0.21099475275,0.0786473549036,0.0657413549905,0.0657413549905,0.110224798119,0.150141055635,0.276736107741,0.235961717702,0.112258064516,
lastfm__weighted_ngcf__seed6__baseline__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,6,baseline,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_6/baseline,success,2026-05-09T07:08:02Z,2026-05-09T07:11:13Z,none,,0.0,0.0,0.1587,0.1647,0.2952,0.424690035439,0.011889596603,0.0125237616012,0.0115732975512,0.211763349058,0.0786786952604,0.0727753462,0.0727753462,0.11943230838,0.160133452416,0.284538695258,,,
lastfm__weighted_ngcf__seed7__alpha_0.1_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,7,alpha_0.1_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_7/alpha_0.1_beta_0.0,success,2026-05-09T07:27:29Z,2026-05-09T07:30:43Z,none,,0.1,0.1,0.1615,0.168,0.2953,0.421027615057,0.0147558386412,0.0156637367591,0.013015551048,0.208254172117,0.080970793625,0.0861751345963,0.0861751345963,0.107789877134,0.164124600375,0.294429306713,0.015884880311,0.0058064516129,
lastfm__weighted_ngcf__seed7__alpha_0.2_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,7,alpha_0.2_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_7/alpha_0.2_beta_0.0,success,2026-05-09T07:30:46Z,2026-05-09T07:33:56Z,none,,0.2,0.2,0.1607,0.1673,0.2944,0.41999258321,0.0153397027601,0.0163193856231,0.0116325032469,0.210565797282,0.0816666960492,0.0831557413257,0.0831557413257,0.106296929796,0.164825612356,0.293721538607,0.0231894337221,0.00688172043011,
lastfm__weighted_ngcf__seed7__alpha_0.4_beta_0.0__rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2,lastfm,weighted_ngcf,7,alpha_0.4_beta_0.0,/home/oqiw47aj/oqiw47aj/CIKM2026/experiments/cikm2026/rwmode_catalog__fracs_0.1__0.2__0.3__0.4__norm_false__sota_none__slam_0.2/lastfm/weighted_ngcf/seed_7/alpha_0.4_beta_0.0,success,2026-05-09T07:33:59Z,2026-05-09T07:37:13Z,none,,0.4,0.4,0.1589,0.1671,0.2899,0.41388854924,0.014118895966,0.0152182619143,0.014245666228,0.204832832492,0.0793776458285,0.0838204105978,0.0838204105978,0.106699204774,0.162888484356,0.28865324309,0.106506626657,0.0486021505376,
